city,district,lat,lon
Tỉnh Lạng Sơn,Huyện Tràng Định,106.184883179,22.1428775420001
Tỉnh Lạng Sơn,Huyện Bình Gia,106.09595978,21.866112737
Tỉnh Lạng Sơn,Huyện Văn Lãng,106.434683927,21.8809754800001
Tỉnh Lạng Sơn,Huyện Cao Lộc,106.624664787,21.736992393
Tỉnh Lạng Sơn,Huyện Văn Quan,106.38912665,21.6861489020001
Tỉnh Lạng Sơn,Huyện Bắc Sơn,106.094903299,21.666598234
Tỉnh Lạng Sơn,Huyện Hữu Lũng,106.166861033,21.393731889
Tỉnh Lạng Sơn,Huyện Chi Lăng,106.420123346,21.5357686360001
Tỉnh Lạng Sơn,Huyện Lộc Bình,106.752394762,21.489450128
Tỉnh Lạng Sơn,Huyện Đình Lập,106.888673343,21.32519968
Tỉnh Quảng Ninh,Thành phố Hạ Long,106.886630073,20.739512749
Tỉnh Quảng Ninh,Thành phố Móng Cái,107.732724023,21.339473635
Tỉnh Quảng Ninh,Thành phố Cẩm Phả,107.169493222,20.9096394360001
Tỉnh Quảng Ninh,Thành phố Uông Bí,106.658003799,20.9749984220001
Tỉnh Quảng Ninh,Huyện Bình Liêu,107.273252613,21.437263537
Tỉnh Quảng Ninh,Huyện Tiên Yên,107.204659944,21.201776684
Tỉnh Quảng Ninh,Huyện Đầm Hà,107.467088107,21.223098524
Tỉnh Quảng Ninh,Huyện Hải Hà,107.515988197,21.25701063
Tỉnh Quảng Ninh,Huyện Ba Chẽ,106.973174804,21.13036936
Tỉnh Quảng Ninh,Huyện Vân Đồn,107.283954903,20.6873066970001
Tỉnh Quảng Ninh,Thị xã Đông Triều,106.439197076,21.0116676480001
Tỉnh Quảng Ninh,Thị xã Quảng Yên,106.767709893,20.8195720780001
Tỉnh Quảng Ninh,Huyện Cô Tô,107.731748893,20.9441774160001
Tỉnh Bắc Giang,Thành phố Bắc Giang,106.140516706,21.2163692440001
Tỉnh Bắc Giang,Huyện Yên Thế,106.030953483,21.4227307670001
Tỉnh Bắc Giang,Huyện Tân Yên,106.006577511,21.309046112
Tỉnh Bắc Giang,Huyện Lạng Giang,106.166407708,21.2731108790001
Tỉnh Bắc Giang,Huyện Lục Nam,106.291539222,21.1660383550001
Tỉnh Bắc Giang,Huyện Lục Ngạn,106.443538667,21.2653363810001
Tỉnh Bắc Giang,Huyện Sơn Động,106.67424124,21.149229458
Tỉnh Bắc Giang,Huyện Yên Dũng,106.142132108,21.1219011360001
Tỉnh Bắc Giang,Huyện Việt Yên,106.004080604,21.1982040890001
Tỉnh Bắc Giang,Huyện Hiệp Hòa,105.880524532,21.2227875200001
Tỉnh Phú Thọ,Thành phố Việt Trì,105.291606859,21.264762967
Tỉnh Phú Thọ,Thị xã Phú Thọ,105.176694677,21.3643615570001
Tỉnh Phú Thọ,Huyện Đoan Hùng,105.016205259,21.5107455780001
Tỉnh Phú Thọ,Huyện Hạ Hoà,104.867987175,21.483569662
Tỉnh Phú Thọ,Huyện Thanh Ba,105.076967214,21.3244124620001
Tỉnh Phú Thọ,Huyện Phù Ninh,105.211559111,21.3714925030001
Tỉnh Phú Thọ,Huyện Yên Lập,104.877196652,21.201355859
Tỉnh Phú Thọ,Huyện Cẩm Khê,104.978250247,21.268795073
Tỉnh Phú Thọ,Huyện Tam Nông,105.146745125,21.21654441
Tỉnh Phú Thọ,Huyện Lâm Thao,105.249266015,21.246884784
Tỉnh Phú Thọ,Huyện Thanh Sơn,105.035338841,20.916935134
Tỉnh Phú Thọ,Huyện Thanh Thuỷ,105.232714058,21.00235674
Tỉnh Phú Thọ,Huyện Tân Sơn,104.813587009,21.015017238
Tỉnh Vĩnh Phúc,Thành phố Vĩnh Yên,105.548261162,21.264866016
Tỉnh Vĩnh Phúc,Thành phố Phúc Yên,105.680554805,21.212406753
Tỉnh Vĩnh Phúc,Huyện Lập Thạch,105.423443899,21.294770897
Tỉnh Vĩnh Phúc,Huyện Tam Dương,105.499601421,21.2749269770001
Tỉnh Vĩnh Phúc,Huyện Tam Đảo,105.487357017,21.3442398180001
Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,105.603170444,21.2157482750001
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,105.522278095,21.152331781
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,105.44328332,21.154962594
Tỉnh Vĩnh Phúc,Huyện Sông Lô,105.322688363,21.3258363730001
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,106.019019912,21.1216938850001
Tỉnh Bắc Ninh,Huyện Yên Phong,105.90472447,21.156756253
Tỉnh Bắc Ninh,Huyện Quế Võ,106.088364745,21.073621012
Tỉnh Bắc Ninh,Huyện Tiên Du,105.969225625,21.0691977870001
Tỉnh Bắc Ninh,Thị xã Từ Sơn,105.912657279,21.069932619
Tỉnh Bắc Ninh,Huyện Thuận Thành,105.998939353,20.9833313010001
Tỉnh Bắc Ninh,Huyện Gia Bình,106.128601089,21.0126103220001
Tỉnh Bắc Ninh,Huyện Lương Tài,106.137677863,20.968238797
Tỉnh Hải Dương,Thành phố Hải Dương,106.260091489,20.893097186
Tỉnh Hải Dương,Thành phố Chí Linh,106.295474842,21.0196751500001
Tỉnh Hải Dương,Huyện Nam Sách,106.271658554,20.956524116
Tỉnh Hải Dương,Thị xã Kinh Môn,106.405853217,20.930747308
Tỉnh Hải Dương,Huyện Kim Thành,106.387710799,20.8512401
Tỉnh Hải Dương,Huyện Thanh Hà,106.345087291,20.799886573
Tỉnh Hải Dương,Huyện Cẩm Giàng,106.126676876,20.8998500370001
Tỉnh Hải Dương,Huyện Bình Giang,106.124641012,20.81820952
Tỉnh Hải Dương,Huyện Gia Lộc,106.23820243,20.7768429340001
Tỉnh Hải Dương,Huyện Tứ Kỳ,106.307615841,20.720390762
Tỉnh Hải Dương,Huyện Ninh Giang,106.262455832,20.6893068690001
Tỉnh Hải Dương,Huyện Thanh Miện,106.131451957,20.6841224030001
Thành phố Hải Phòng,Quận Hồng Bàng,106.599478253,20.853563385
Thành phố Hải Phòng,Quận Ngô Quyền,106.67954309,20.8274991910001
Thành phố Hải Phòng,Quận Lê Chân,106.658564394,20.815404433
Thành phố Hải Phòng,Quận Hải An,106.69993759,20.7787740050001
Thành phố Hải Phòng,Quận Kiến An,106.594201342,20.7689883940001
Thành phố Hải Phòng,Quận Đồ Sơn,106.709687978,20.665754792
Thành phố Hải Phòng,Quận Dương Kinh,106.648343889,20.7412058310001
Thành phố Hải Phòng,Huyện Thuỷ Nguyên,106.55473953,20.8639547290001
Thành phố Hải Phòng,Huyện An Dương,106.527184629,20.81672804
Thành phố Hải Phòng,Huyện An Lão,106.477082971,20.725578355
Thành phố Hải Phòng,Huyện Kiến Thuỵ,106.601301037,20.6862323410001
Thành phố Hải Phòng,Huyện Tiên Lãng,106.485832984,20.625013719
Thành phố Hải Phòng,Huyện Vĩnh Bảo,106.400876677,20.597919813
Thành phố Hải Phòng,Huyện Cát Hải,106.83616751,20.6131708770001
Thành phố Hải Phòng,Huyện Bạch Long Vĩ,107.716621313,20.1271484690001
Tỉnh Hưng Yên,Thành phố Hưng Yên,106.004407922,20.6032446670001
Tỉnh Hưng Yên,Huyện Văn Lâm,105.961210618,20.937653031
Tỉnh Hưng Yên,Huyện Văn Giang,105.895388504,20.88304221
Tỉnh Hưng Yên,Huyện Yên Mỹ,105.961935407,20.8353003080001
Tỉnh Hưng Yên,Thị xã Mỹ Hào,106.031606244,20.873382265
Tỉnh Hưng Yên,Huyện Ân Thi,106.033579165,20.7265737970001
Tỉnh Hưng Yên,Huyện Khoái Châu,105.910871206,20.757241734
Tỉnh Hưng Yên,Huyện Kim Động,105.965210833,20.6945263380001
Tỉnh Hưng Yên,Huyện Tiên Lữ,106.075940392,20.632499221
Tỉnh Hưng Yên,Huyện Phù Cừ,106.11807364,20.6411340650001
Tỉnh Thái Bình,Thành phố Thái Bình,106.296962142,20.399539937
Tỉnh Thái Bình,Huyện Quỳnh Phụ,106.248964817,20.566702988
Tỉnh Thái Bình,Huyện Hưng Hà,106.110002917,20.5115972180001
Tỉnh Thái Bình,Huyện Đông Hưng,106.235187782,20.482382522
Tỉnh Thái Bình,Huyện Thái Thụy,106.430976741,20.442850843
Tỉnh Thái Bình,Huyện Tiền Hải,106.462630735,20.253033293
Tỉnh Thái Bình,Huyện Kiến Xương,106.356336208,20.2893971550001
Tỉnh Hà Nam,Thành phố Phủ Lý,105.8766853,20.4835883750001
Tỉnh Hà Nam,Thị xã Duy Tiên,105.890993613,20.5585924660001
Tỉnh Hà Nam,Huyện Kim Bảng,105.769778262,20.47751269
Tỉnh Hà Nam,Huyện Thanh Liêm,105.85143138,20.3631382670001
Tỉnh Hà Nam,Huyện Bình Lục,105.980974559,20.3955570410001
Tỉnh Hà Nam,Huyện Lý Nhân,105.980900693,20.468469021
Tỉnh Nam Định,Thành phố Nam Định,106.117928487,20.3755923640001
Tỉnh Nam Định,Huyện Mỹ Lộc,106.042784237,20.41124302
Tỉnh Nam Định,Huyện Vụ Bản,106.019916883,20.3009392880001
Tỉnh Nam Định,Huyện Ý Yên,105.924254006,20.2170467550001
Tỉnh Nam Định,Huyện Nghĩa Hưng,106.095022338,19.8898377780001
Tỉnh Nam Định,Huyện Nam Trực,106.147780551,20.25136337
Tỉnh Nam Định,Huyện Trực Ninh,106.177438532,20.142260423
Tỉnh Nam Định,Huyện Xuân Trường,106.293952791,20.216790362
Tỉnh Nam Định,Huyện Giao Thủy,106.350519132,20.178002216
Tỉnh Nam Định,Huyện Hải Hậu,106.178322144,19.987986113
Tỉnh Ninh Bình,Thành phố Ninh Bình,105.927275976,20.1993614470001
Tỉnh Ninh Bình,Thành phố Tam Điệp,105.792617578,20.1020515430001
Tỉnh Ninh Bình,Huyện Nho Quan,105.542850372,20.16851353
Tỉnh Ninh Bình,Huyện Gia Viễn,105.794817261,20.2328465960001
Tỉnh Ninh Bình,Huyện Hoa Lư,105.877450901,20.1723225380001
Tỉnh Ninh Bình,Huyện Yên Khánh,105.987651015,20.123869644
Tỉnh Ninh Bình,Huyện Kim Sơn,106.024606693,19.9174696900001
Tỉnh Ninh Bình,Huyện Yên Mô,105.923920724,20.0597814870001
Tỉnh Thanh Hóa,Thành phố Thanh Hóa,105.722979656,19.731987551
Tỉnh Thanh Hóa,Thị xã Bỉm Sơn,105.834317434,20.0443894690001
Tỉnh Thanh Hóa,Thành phố Sầm Sơn,105.878520073,19.7205852430001
Tỉnh Thanh Hóa,Huyện Mường Lát,104.374316969,20.3685810900001
Tỉnh Thanh Hóa,Huyện Quan Hóa,104.701445648,20.301899765
Tỉnh Thanh Hóa,Huyện Bá Thước,105.069475531,20.1854797660001
Tỉnh Thanh Hóa,Huyện Quan Sơn,104.609304076,20.098325323
Tỉnh Thanh Hóa,Huyện Lang Chánh,104.972802053,20.001952051
Tỉnh Thanh Hóa,Huyện Ngọc Lặc,105.246713147,19.92044787
Tỉnh Thanh Hóa,Huyện Cẩm Thủy,105.314378572,20.0727047570001
Tỉnh Thanh Hóa,Huyện Thạch Thành,105.409796618,20.036066991
Tỉnh Thanh Hóa,Huyện Hà Trung,105.745014697,19.9537774350001
Tỉnh Thanh Hóa,Huyện Vĩnh Lộc,105.553901201,19.957688881
Tỉnh Thanh Hóa,Huyện Yên Định,105.460257197,19.93052629
Tỉnh Thanh Hóa,Huyện Thọ Xuân,105.372920846,19.815832614
Tỉnh Thanh Hóa,Huyện Thường Xuân,104.912062711,19.7091778130001
Tỉnh Thanh Hóa,Huyện Triệu Sơn,105.42630482,19.712230834
Tỉnh Thanh Hóa,Huyện Thiệu Hóa,105.582044039,19.8385271060001
Tỉnh Thanh Hóa,Huyện Hoằng Hóa,105.757332094,19.7702674340001
Tỉnh Thanh Hóa,Huyện Hậu Lộc,105.769998286,19.8800587060001
Tỉnh Thanh Hóa,Huyện Nga Sơn,105.910066161,19.940113653
Tỉnh Thanh Hóa,Huyện Như Xuân,105.153393723,19.44192007
Tỉnh Thanh Hóa,Huyện Như Thanh,105.447758349,19.3682779390001
Tỉnh Thanh Hóa,Huyện Nông Cống,105.595691954,19.47718766
Tỉnh Thanh Hóa,Huyện Đông Sơn,105.647683534,19.727988215
Tỉnh Thanh Hóa,Huyện Quảng Xương,105.711346124,19.580242835
Tỉnh Thanh Hóa,Thị xã Nghi Sơn,105.629143217,19.2876868810001
Tỉnh Nghệ An,Thành phố Vinh,105.633982842,18.639622322
Tỉnh Nghệ An,Thị xã Cửa Lò,105.690640001,18.748910628
Tỉnh Nghệ An,Thị xã Thái Hoà,105.34482414,19.230355848
Tỉnh Nghệ An,Huyện Quế Phong,104.628930926,19.4127745370001
Tỉnh Nghệ An,Huyện Quỳ Châu,104.8177741,19.323351367
Tỉnh Nghệ An,Huyện Kỳ Sơn,103.874272909,19.1104649760001
Tỉnh Nghệ An,Huyện Tương Dương,104.266902751,18.9805240790001
Tỉnh Nghệ An,Huyện Nghĩa Đàn,105.293081435,19.172629204
Tỉnh Nghệ An,Huyện Quỳ Hợp,104.972105556,19.158732892
Tỉnh Nghệ An,Huyện Quỳnh Lưu,105.433235826,19.0848050550001
Tỉnh Nghệ An,Huyện Con Cuông,104.529638312,18.7736787870001
Tỉnh Nghệ An,Huyện Tân Kỳ,105.045178945,18.975266263
Tỉnh Nghệ An,Huyện Anh Sơn,104.899465938,18.759971013
Tỉnh Nghệ An,Huyện Diễn Châu,105.495869804,18.8583519470001
Tỉnh Nghệ An,Huyện Yên Thành,105.298050166,18.878400689
Tỉnh Nghệ An,Huyện Đô Lương,105.218165747,18.7741732710001
Tỉnh Nghệ An,Huyện Thanh Chương,104.935508947,18.5789066990001
Tỉnh Nghệ An,Huyện Nghi Lộc,105.466120068,18.6877209150001
Tỉnh Nghệ An,Huyện Nam Đàn,105.403271245,18.5531138630001
Tỉnh Nghệ An,Huyện Hưng Nguyên,105.554333667,18.568180324
Tỉnh Nghệ An,Thị xã Hoàng Mai,105.624283018,19.185702319
Tỉnh Hà Tĩnh,Thành phố Hà Tĩnh,105.860874831,18.3077733380001
Tỉnh Hà Tĩnh,Thị xã Hồng Lĩnh,105.660658805,18.486909693
Tỉnh Hà Tĩnh,Huyện Hương Sơn,105.104149375,18.2677234810001
Tỉnh Hà Tĩnh,Huyện Đức Thọ,105.53842479,18.3935368140001
Tỉnh Hà Tĩnh,Huyện Vũ Quang,105.256093635,18.1545508830001
Tỉnh Hà Tĩnh,Huyện Nghi Xuân,105.674329257,18.5239094470001
Tỉnh Hà Tĩnh,Huyện Can Lộc,105.630665446,18.3209425960001
Tỉnh Hà Tĩnh,Huyện Hương Khê,105.45180973,17.99164361
Tỉnh Hà Tĩnh,Huyện Thạch Hà,105.749290811,18.1719261870001
Tỉnh Hà Tĩnh,Huyện Cẩm Xuyên,105.854586242,18.0340101240001
Tỉnh Hà Tĩnh,Huyện Kỳ Anh,106.014471063,17.9106663430001
Tỉnh Hà Tĩnh,Huyện Lộc Hà,105.810602999,18.386961048
Tỉnh Hà Tĩnh,Thị xã Kỳ Anh,106.255035413,17.9496511410001
Tỉnh Quảng Bình,Thành Phố Đồng Hới,106.492392881,17.3657391620001
Tỉnh Quảng Bình,Huyện Minh Hóa,105.608365247,17.5028991140001
Tỉnh Quảng Bình,Huyện Tuyên Hóa,105.642200654,17.70963298
Tỉnh Quảng Bình,Huyện Quảng Trạch,106.261207837,17.753514796
Tỉnh Quảng Bình,Huyện Bố Trạch,105.964408279,17.2438472040001
Tỉnh Quảng Bình,Huyện Quảng Ninh,106.287663534,17.070772397
Tỉnh Quảng Bình,Huyện Lệ Thủy,106.402292078,16.9219646070001
Tỉnh Quảng Bình,Thị xã Ba Đồn,106.235360543,17.6761275490001
Tỉnh Quảng Trị,Thành phố Đông Hà,107.030546166,16.7434753050001
Tỉnh Quảng Trị,Thị xã Quảng Trị,107.067380959,16.6279244900001
Tỉnh Quảng Trị,Huyện Vĩnh Linh,106.681498431,16.889195891
Tỉnh Quảng Trị,Huyện Hướng Hóa,106.515453464,16.410587032
Tỉnh Quảng Trị,Huyện Gio Linh,106.68636699,16.810219546
Tỉnh Quảng Trị,Huyện Đa Krông,106.711508374,16.2966460170001
Tỉnh Quảng Trị,Huyện Cam Lộ,106.830019224,16.6849699740001
Tỉnh Quảng Trị,Huyện Triệu Phong,107.002373287,16.6450696220001
Tỉnh Quảng Trị,Huyện Hải Lăng,107.079961067,16.5665174280001
Tỉnh Quảng Trị,Huyện Cồn Cỏ,107.331743022,17.1501777140001
Tỉnh Thừa Thiên Huế,Thành phố Huế,107.525669329,16.398575156
Tỉnh Thừa Thiên Huế,Huyện Phong Điền,107.056590179,16.345500395
Tỉnh Thừa Thiên Huế,Huyện Quảng Điền,107.407220004,16.5124788380001
Tỉnh Thừa Thiên Huế,Huyện Phú Vang,107.574117905,16.335229971
Tỉnh Thừa Thiên Huế,Thị xã Hương Thủy,107.495687687,16.15629569
Tỉnh Thừa Thiên Huế,Thị xã Hương Trà,107.329036353,16.2541138610001
Tỉnh Thừa Thiên Huế,Huyện A Lưới,107.084421588,16.015047453
Tỉnh Thừa Thiên Huế,Huyện Phú Lộc,107.648470407,16.16419962
Tỉnh Thừa Thiên Huế,Huyện Nam Đông,107.509569188,15.9948714070001
Thành phố Đà Nẵng,Quận Liên Chiểu,108.087472449,16.032894791
Thành phố Đà Nẵng,Quận Thanh Khê,108.167534742,16.023126452
Thành phố Đà Nẵng,Quận Hải Châu,108.187599881,16.0228350370001
Thành phố Đà Nẵng,Quận Sơn Trà,108.213197387,16.05051422
